,school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G1,G2,G3(Target),index
393,GP,F,18.0,U,LE3,T,3.0,3.0,services,services,home,mother,1.0,4.0,0.0,no,yes,no,no,yes,yes,yes,no,5.0,3.0,nan,1.0,1.0,1.0,4.0,14.0,nan,15.0,393
394,GP,F,17.0,R,GT3,A,3.0,2.0,other,other,home,mother,1.0,2.0,0.0,no,yes,no,no,yes,yes,yes,no,4.0,3.0,3.0,2.0,3.0,,0.0,inf,14.0,16.0,394
395,GP,M,18.0,U,GT3,T,4.0,,teacher,services,home,father,1.0,2.0,0.0,no,yes,no,yes,yes,yes,yes,no,4.0,3.0,3.0,2.0,2.0,2.0,0.0,12.0,12.0,13.0,395
396,GP,M,18.0,U,LE3,T,3.0,4.0,services,other,home,mother,1.0,nan,,no,no,no,yes,yes,yes,yes,yes,4.0,3.0,-,1.0,3.0,5.0,6.0,16.0,inf,17.0,396
397,GP,F,17.0,U,GT3,A,2.0,2.0,at_home,at_home,home,father,1.0,2.0,0.0,no,yes,no,no,yes,yes,yes,yes,3.0,3.0,1.0,,nan,-inf,18.0,10.0,12.0,14.0,397
398,GP,F,18.0,U,GT3,T,,3.0,at_home,other,course,mother,1.0,3.0,inf,no,yes,no,no,yes,yes,yes,no,4.0,3.0,3.0,,2.0,3.0,0.0,11.0,12.0,14.0,398
399,GP,F,18.0,U,GT3,T,3.0,2.0,other,services,other,mother,1.0,3.0,0.0,no,no,no,no,yes,yes,yes,yes,5.0,-,3.0,2.0,3.0,1.0,4.0,nan,16.0,17.0,399
400,GP,M,18.0,R,GT3,T,4.0,3.0,teacher,services,course,mother,1.0,3.0,0.0,no,no,no,no,yes,yes,yes,yes,5.0,3.0,,-inf,2.0,4.0,4.0,15.0,14.0,17.0,400
401,GP,M,18.0,U,GT3,T,,3.0,teacher,other,course,mother,1.0,3.0,0.0,no,yes,no,no,yes,yes,yes,yes,5.0,4.0,nan,inf,3.0,5.0,0.0,14.0,13.0,14.0,401
402,GP,F,17.0,U,GT3,T,4.0,3.0,health,other,reputation,mother,1.0,3.0,0.0,no,yes,no,yes,yes,yes,yes,yes,4.0,4.0,3.0,1.0,3.0,4.0,0.0,11.0,12.0,13.0,402
403,GP,F,17.0,U,GT3,T,2.0,1.0,services,other,course,mother,2.0,2.0,0.0,no,yes,no,yes,yes,yes,yes,yes,4.0,3.0,4.0,-,2.0,1.0,10.0,12.0,15.0,,403
404,GP,F,17.0,U,GT3,T,,1.0,services,other,reputation,mother,1.0,2.0,,no,yes,no,yes,yes,yes,yes,no,4.0,3.0,5.0,2.0,4.0,4.0,4.0,12.0,16.0,16.0,404
405,GP,F,19.0,U,LE3,A,2.0,3.0,at_home,other,home,other,inf,,1.0,no,no,no,no,yes,no,yes,no,,2.0,nan,3.0,4.0,5.0,16.0,10.0,11.0,11.0,405
406,GP,F,17.0,U,GT3,T,3.0,1.0,other,at_home,home,mother,1.0,1.0,1.0,no,yes,yes,no,yes,yes,yes,yes,4.0,,2.0,1.0,1.0,,6.0,10.0,13.0,nan,406
407,GP,F,21.0,U,LE3,T,,4.0,other,other,reputation,other,1.0,3.0,2.0,no,no,yes,yes,yes,yes,yes,no,,3.0,2.0,1.0,1.0,5.0,0.0,nan,12.0,12.0,407
408,GP,M,18.0,U,LE3,T,2.0,,services,services,reputation,mother,1.0,2.0,0.0,no,yes,no,yes,no,no,yes,no,4.0,4.0,4.0,1.0,3.0,3.0,11.0,9.0,inf,,408
409,GP,M,18.0,U,LE3,A,3.0,4.0,other,other,reputation,other,1.0,2.0,0.0,no,no,no,yes,yes,yes,yes,yes,4.0,3.0,5.0,1.0,inf,2.0,9.0,inf,14.0,15.0,409
410,GP,F,17.0,U,GT3,T,2.0,2.0,services,services,reputation,mother,1.0,inf,0.0,no,yes,no,yes,yes,yes,yes,no,4.0,3.0,4.0,1.0,,4.0,-,13.0,,,410
411,GP,M,17.0,U,LE3,A,4.0,4.0,health,other,reputation,mother,1.0,3.0,,no,yes,no,no,yes,yes,yes,no,4.0,4.0,2.0,1.0,2.0,4.0,,12.0,15.0,,411
412,GP,F,18.0,U,LE3,T,,inf,teacher,other,course,mother,1.0,2.0,0.0,no,yes,no,yes,yes,yes,yes,no,4.0,2.0,2.0,1.0,1.0,3.0,0.0,14.0,17.0,-inf,412
413,GP,M,,R,LE3,T,1.0,1.0,at_home,other,course,other,2.0,2.0,2.0,no,yes,no,yes,yes,no,yes,yes,5.0,,3.0,5.0,2.0,4.0,21.0,9.0,10.0,10.0,413
414,GP,F,-,R,GT3,T,1.0,nan,other,other,reputation,other,2.0,3.0,0.0,no,no,no,no,yes,yes,yes,yes,3.0,2.0,,1.0,3.0,3.0,8.0,11.0,15.0,15.0,414
415,GP,F,19.0,U,GT3,T,,4.0,teacher,other,home,other,1.0,1.0,1.0,no,yes,no,no,yes,yes,yes,yes,3.0,inf,5.0,4.0,4.0,5.0,nan,9.0,10.0,nan,415
416,GP,M,17.0,U,LE3,A,3.0,2.0,other,other,reputation,mother,1.0,2.0,0.0,no,yes,no,no,yes,yes,yes,no,4.0,4.0,4.0,1.0,2.0,5.0,10.0,-,18.0,18.0,416
417,GP,F,18.0,U,GT3,T,3.0,2.0,at_home,other,reputation,father,,nan,0.0,no,yes,no,no,yes,yes,yes,yes,4.0,,4.0,1.0,nan,2.0,5.0,14.0,17.0,17.0,417
418,GP,M,18.0,R,GT3,T,2.0,3.0,other,services,reputation,father,1.0,1.0,0.0,no,no,no,no,yes,yes,yes,no,inf,1.0,-inf,4.0,5.0,4.0,13.0,13.0,14.0,14.0,418
419,GP,M,19.0,U,GT3,T,2.0,1.0,other,other,reputation,mother,1.0,nan,0.0,no,no,no,no,yes,yes,yes,no,5.0,3.0,4.0,1.0,4.0,4.0,10.0,inf,11.0,-,419
420,GP,F,18.0,U,LE3,A,2.0,2.0,services,other,reputation,mother,2.0,nan,0.0,no,yes,no,no,yes,yes,yes,no,4.0,1.0,4.0,1.0,3.0,4.0,10.0,14.0,17.0,17.0,420
421,GP,F,20.0,U,GT3,T,1.0,0.0,other,other,reputation,mother,2.0,-inf,1.0,yes,no,no,no,yes,yes,yes,yes,5.0,3.0,1.0,,1.0,5.0,5.0,8.0,10.0,,421
422,GP,F,18.0,U,GT3,T,3.0,2.0,services,other,home,mother,1.0,2.0,0.0,no,yes,no,yes,no,yes,yes,yes,3.0,1.0,2.0,1.0,2.0,1.0,4.0,10.0,13.0,13.0,422
423,MS,F,16.0,U,GT3,T,inf,3.0,at_home,other,other,father,2.0,1.0,,no,yes,no,no,yes,no,yes,yes,4.0,3.0,3.0,1.0,3.0,5.0,11.0,10.0,11.0,11.0,423
424,MS,F,,R,GT3,T,2.0,2.0,other,other,course,mother,2.0,2.0,0.0,no,yes,no,yes,yes,yes,yes,no,,4.0,4.0,1.0,,5.0,0.0,12.0,12.0,12.0,424
425,MS,F,15.0,R,GT3,T,1.0,1.0,at_home,services,other,mother,1.0,1.0,1.0,no,yes,no,no,yes,yes,no,yes,4.0,1.0,3.0,1.0,1.0,-inf,6.0,10.0,inf,10.0,425
426,MS,F,,R,GT3,T,,-inf,at_home,other,course,mother,2.0,,0.0,no,yes,no,no,yes,yes,yes,no,-,4.0,4.0,2.0,3.0,5.0,4.0,10.0,10.0,11.0,426
427,MS,F,16.0,R,GT3,T,inf,3.0,at_home,services,course,mother,2.0,2.0,-inf,no,no,no,no,yes,yes,no,no,4.0,inf,nan,1.0,2.0,5.0,0.0,-inf,17.0,17.0,427
428,MS,F,,R,LE3,T,2.0,1.0,at_home,other,home,mother,2.0,-inf,0.0,no,no,no,no,yes,no,no,no,1.0,inf,4.0,1.0,,1.0,0.0,inf,8.0,9.0,428
429,MS,M,16.0,R,LE3,A,4.0,4.0,at_home,other,home,mother,1.0,2.0,0.0,no,yes,no,no,yes,yes,no,no,5.0,inf,2.0,,3.0,2.0,nan,10.0,11.0,11.0,429
430,MS,M,16.0,U,GT3,A,1.0,2.0,other,other,other,mother,1.0,3.0,0.0,yes,no,no,no,yes,yes,yes,no,4.0,4.0,3.0,1.0,-inf,5.0,0.0,10.0,11.0,11.0,430
431,MS,F,17.0,R,GT3,T,3.0,2.0,at_home,other,course,father,1.0,2.0,inf,no,no,no,no,yes,yes,no,yes,nan,5.0,4.0,nan,2.0,5.0,0.0,-,10.0,inf,431
432,MS,F,17.0,R,GT3,T,1.0,1.0,other,other,other,father,1.0,,-inf,no,yes,no,no,no,no,yes,no,5.0,,4.0,2.0,2.0,,0.0,6.0,6.0,inf,432
433,MS,F,15.0,R,GT3,T,4.0,4.0,teacher,other,course,mother,2.0,1.0,nan,no,no,no,no,yes,yes,yes,yes,1.0,,1.0,3.0,5.0,5.0,,13.0,14.0,,433
434,MS,F,16.0,U,LE3,A,2.0,2.0,at_home,other,reputation,mother,2.0,4.0,0.0,no,no,no,yes,no,no,no,yes,1.0,2.0,1.0,1.0,1.0,1.0,4.0,10.0,9.0,11.0,434
435,MS,F,15.0,R,LE3,T,inf,1.0,at_home,services,reputation,father,,2.0,,no,yes,no,no,yes,yes,yes,no,5.0,-,3.0,1.0,2.0,4.0,0.0,10.0,10.0,10.0,435
436,MS,F,15.0,R,LE3,T,1.0,1.0,other,services,course,mother,2.0,,1.0,no,yes,no,no,yes,yes,yes,yes,4.0,4.0,3.0,1.0,2.0,2.0,4.0,6.0,7.0,8.0,436
437,MS,F,,R,GT3,T,0.0,2.0,other,other,other,mother,,1.0,,no,yes,no,yes,yes,yes,no,no,3.0,2.0,3.0,1.0,2.0,nan,-inf,inf,11.0,,437
438,MS,F,17.0,R,GT3,T,2.0,3.0,other,other,course,mother,2.0,1.0,0.0,no,yes,no,no,yes,yes,yes,no,5.0,5.0,,1.0,3.0,3.0,2.0,,-inf,inf,438
439,MS,F,15.0,R,GT3,T,-inf,3.0,other,services,course,father,2.0,,0.0,no,no,no,no,no,yes,yes,no,4.0,1.0,3.0,1.0,1.0,4.0,0.0,14.0,16.0,16.0,439
440,MS,M,16.0,U,GT3,T,,inf,at_home,services,home,mother,2.0,nan,-inf,no,yes,no,yes,yes,yes,no,yes,5.0,nan,5.0,4.0,5.0,3.0,inf,7.0,0.0,0.0,440
441,MS,M,17.0,U,GT3,T,1.0,1.0,other,other,home,mother,1.0,2.0,0.0,no,no,yes,no,no,yes,yes,no,4.0,4.0,-inf,2.0,,inf,4.0,8.0,-,9.0,441
442,MS,M,15.0,R,LE3,T,inf,,health,services,reputation,father,,2.0,0.0,no,yes,no,yes,yes,yes,yes,no,,3.0,,1.0,2.0,-,0.0,,,,442
443,MS,M,,R,LE3,T,4.0,1.0,health,services,reputation,father,,2.0,0.0,no,yes,no,yes,yes,yes,yes,no,5.0,-,4.0,1.0,,,7.0,,9.0,8.0,443
444,MS,M,16.0,R,GT3,T,3.0,,other,health,other,mother,3.0,2.0,0.0,no,no,no,no,no,yes,no,no,inf,4.0,5.0,1.0,,5.0,,9.0,inf,-,444
445,MS,M,15.0,R,GT3,T,1.0,1.0,other,other,course,mother,4.0,2.0,0.0,no,yes,no,yes,yes,yes,no,yes,-,4.0,5.0,2.0,4.0,4.0,8.0,inf,9.0,,445
446,MS,M,15.0,U,LE3,T,3.0,inf,at_home,at_home,reputation,father,-,2.0,0.0,no,yes,no,yes,yes,yes,yes,no,nan,3.0,3.0,1.0,,5.0,inf,11.0,11.0,,446
447,MS,M,17.0,R,GT3,T,2.0,1.0,other,other,other,mother,3.0,1.0,0.0,no,no,no,yes,yes,no,no,yes,5.0,5.0,,5.0,-,3.0,8.0,8.0,10.0,9.0,447
448,MS,F,16.0,R,GT3,T,4.0,4.0,teacher,teacher,course,mother,2.0,3.0,0.0,no,no,no,yes,yes,yes,yes,yes,4.0,2.0,2.0,1.0,1.0,4.0,,16.0,16.0,17.0,448
449,MS,F,15.0,R,GT3,T,1.0,2.0,other,services,course,mother,,inf,0.0,no,no,no,no,yes,yes,no,no,5.0,,-,1.0,1.0,1.0,3.0,11.0,-inf,13.0,449
450,MS,F,16.0,R,GT3,T,2.0,3.0,other,services,course,mother,3.0,2.0,0.0,no,yes,no,no,yes,yes,yes,no,4.0,5.0,4.0,inf,-inf,1.0,nan,,15.0,15.0,450
451,MS,M,16.0,R,GT3,T,1.0,2.0,other,other,course,father,2.0,2.0,,no,no,no,no,yes,yes,no,no,4.0,,3.0,-inf,inf,5.0,0.0,10.0,11.0,11.0,451
452,MS,F,16.0,R,GT3,T,2.0,,other,other,course,mother,3.0,2.0,0.0,no,yes,no,no,yes,yes,yes,no,4.0,4.0,5.0,1.0,1.0,,,9.0,,,452
453,MS,F,16.0,U,GT3,T,1.0,inf,other,services,course,mother,,inf,1.0,no,yes,no,no,yes,yes,no,no,1.0,3.0,nan,1.0,2.0,4.0,,10.0,8.0,8.0,453
454,MS,F,16.0,U,GT3,T,1.0,2.0,other,services,course,mother,1.0,3.0,1.0,no,yes,no,no,yes,yes,no,no,1.0,3.0,2.0,,2.0,4.0,-,9.0,,8.0,454
455,MS,F,15.0,U,GT3,T,2.0,1.0,at_home,other,home,mother,1.0,2.0,nan,yes,yes,no,no,no,yes,yes,no,4.0,4.0,2.0,3.0,3.0,-inf,0.0,9.0,,9.0,455
456,MS,F,16.0,U,GT3,T,-,-,at_home,other,course,father,nan,2.0,0.0,no,yes,no,no,no,yes,no,yes,5.0,4.0,3.0,,1.0,2.0,inf,13.0,14.0,15.0,456
457,MS,M,-,R,LE3,T,1.0,2.0,at_home,services,reputation,mother,1.0,1.0,0.0,no,yes,no,yes,yes,yes,yes,no,5.0,5.0,5.0,,5.0,3.0,4.0,10.0,,11.0,457
458,MS,F,16.0,R,GT3,T,1.0,1.0,other,other,home,father,4.0,4.0,0.0,no,yes,no,no,no,yes,yes,no,4.0,3.0,2.0,inf,1.0,1.0,0.0,13.0,10.0,13.0,458
459,MS,F,16.0,R,GT3,T,1.0,1.0,at_home,other,other,father,,3.0,0.0,yes,yes,no,no,yes,yes,no,no,4.0,-,3.0,,1.0,5.0,,10.0,9.0,,459
460,MS,F,15.0,R,GT3,T,1.0,1.0,at_home,other,home,father,2.0,,0.0,no,yes,no,yes,yes,yes,yes,no,,,3.0,1.0,1.0,2.0,1.0,11.0,,11.0,460
461,MS,F,16.0,R,GT3,T,1.0,1.0,at_home,other,other,mother,2.0,1.0,0.0,no,no,no,yes,yes,yes,yes,yes,4.0,2.0,2.0,4.0,3.0,2.0,0.0,13.0,12.0,14.0,461
462,MS,F,,R,GT3,T,nan,1.0,at_home,at_home,course,father,3.0,2.0,-inf,no,yes,no,no,yes,yes,no,no,4.0,2.0,1.0,1.0,2.0,2.0,0.0,13.0,,14.0,462
463,MS,F,15.0,R,LE3,T,-,2.0,other,other,other,father,1.0,3.0,0.0,yes,yes,no,no,yes,yes,no,no,4.0,4.0,3.0,2.0,2.0,-inf,2.0,nan,11.0,12.0,463
464,MS,M,,R,GT3,T,1.0,1.0,at_home,other,other,father,2.0,1.0,0.0,no,no,no,yes,yes,yes,no,no,,4.0,4.0,3.0,4.0,5.0,6.0,nan,nan,11.0,464
465,MS,F,18.0,U,GT3,T,1.0,2.0,other,other,course,father,,2.0,-inf,no,yes,no,yes,yes,yes,yes,yes,3.0,4.0,4.0,,3.0,5.0,9.0,nan,8.0,8.0,465
466,MS,M,15.0,U,GT3,T,,1.0,other,services,home,mother,2.0,1.0,-,no,yes,no,no,yes,yes,no,no,3.0,inf,3.0,-,3.0,4.0,0.0,10.0,9.0,11.0,466
467,MS,F,16.0,R,GT3,T,2.0,2.0,other,services,course,father,3.0,2.0,0.0,no,yes,no,yes,yes,yes,yes,no,5.0,,inf,1.0,1.0,,1.0,-,,14.0,467
468,MS,M,,U,GT3,T,2.0,2.0,health,other,reputation,mother,3.0,,0.0,no,no,no,no,yes,yes,no,no,4.0,3.0,-,1.0,,4.0,1.0,13.0,12.0,13.0,468
469,MS,M,16.0,U,GT3,T,4.0,,other,teacher,course,father,1.0,2.0,,no,yes,no,yes,yes,yes,no,yes,4.0,3.0,1.0,-,1.0,-inf,0.0,13.0,12.0,13.0,469
470,MS,F,15.0,R,GT3,T,3.0,inf,services,other,reputation,mother,1.0,2.0,0.0,no,yes,no,no,yes,yes,yes,yes,nan,5.0,4.0,1.0,1.0,1.0,4.0,13.0,12.0,12.0,470
471,MS,F,16.0,R,GT3,T,2.0,2.0,at_home,other,course,mother,2.0,2.0,1.0,no,yes,no,yes,no,yes,no,no,4.0,4.0,,2.0,3.0,5.0,2.0,12.0,11.0,-inf,471
472,MS,F,16.0,R,LE3,T,2.0,,other,other,home,father,3.0,nan,0.0,no,yes,no,yes,yes,yes,no,yes,4.0,3.0,2.0,1.0,1.0,4.0,0.0,14.0,14.0,16.0,472
473,MS,M,16.0,U,LE3,T,2.0,1.0,at_home,services,course,mother,2.0,1.0,0.0,no,yes,no,yes,yes,yes,yes,no,2.0,4.0,-inf,2.0,3.0,4.0,4.0,10.0,8.0,10.0,473
474,MS,M,15.0,R,LE3,T,1.0,3.0,at_home,other,reputation,father,3.0,1.0,0.0,no,yes,no,yes,yes,yes,yes,no,4.0,2.0,-inf,3.0,5.0,3.0,2.0,10.0,nan,-inf,474
475,MS,F,15.0,U,GT3,T,2.0,2.0,other,services,course,mother,,3.0,-inf,no,yes,no,yes,yes,yes,no,no,5.0,3.0,2.0,1.0,1.0,4.0,inf,12.0,-,14.0,475
476,MS,F,16.0,R,LE3,T,2.0,1.0,other,other,home,mother,1.0,1.0,,no,yes,no,no,yes,yes,yes,yes,5.0,4.0,3.0,1.0,1.0,5.0,2.0,inf,8.0,8.0,476
477,MS,M,15.0,U,GT3,T,3.0,3.0,services,services,course,father,2.0,1.0,0.0,no,yes,no,yes,no,yes,yes,no,4.0,3.0,-,2.0,4.0,3.0,,12.0,10.0,11.0,477
478,MS,F,16.0,R,GT3,T,,1.0,at_home,other,course,father,,2.0,,yes,yes,no,no,yes,yes,no,no,inf,4.0,3.0,-,-inf,1.0,0.0,7.0,7.0,8.0,478
479,MS,F,17.0,U,GT3,T,2.0,2.0,other,at_home,course,mother,1.0,1.0,nan,no,yes,no,yes,yes,no,no,no,4.0,5.0,3.0,1.0,1.0,5.0,4.0,inf,inf,10.0,479
480,MS,F,19.0,U,GT3,T,2.0,3.0,at_home,services,course,other,1.0,1.0,1.0,no,no,no,no,yes,no,yes,yes,4.0,4.0,4.0,1.0,1.0,2.0,0.0,9.0,9.0,10.0,480
481,MS,F,17.0,R,GT3,T,2.0,1.0,at_home,other,course,mother,-inf,1.0,inf,no,yes,no,yes,yes,no,no,yes,5.0,-inf,3.0,1.0,1.0,3.0,nan,9.0,10.0,11.0,481
482,MS,F,inf,R,LE3,T,1.0,1.0,at_home,other,course,mother,2.0,1.0,nan,no,yes,no,no,yes,no,no,yes,5.0,,1.0,,-inf,4.0,0.0,,,inf,482
483,MS,F,16.0,R,GT3,T,,2.0,other,other,course,father,3.0,2.0,0.0,no,yes,no,no,yes,no,yes,no,nan,4.0,5.0,1.0,2.0,1.0,1.0,9.0,10.0,-inf,483
484,MS,F,16.0,U,LE3,A,inf,2.0,other,other,home,mother,-inf,1.0,0.0,no,yes,no,no,yes,no,no,no,4.0,3.0,4.0,1.0,2.0,1.0,6.0,7.0,,inf,484
485,MS,F,17.0,R,GT3,T,2.0,2.0,at_home,other,course,mother,2.0,-inf,0.0,no,yes,no,no,yes,yes,yes,no,4.0,3.0,nan,1.0,2.0,4.0,0.0,11.0,10.0,11.0,485
486,MS,F,16.0,U,GT3,T,2.0,2.0,other,services,course,father,1.0,1.0,1.0,no,yes,yes,yes,no,yes,yes,no,4.0,4.0,3.0,1.0,4.0,3.0,1.0,9.0,10.0,10.0,486
487,MS,F,18.0,R,LE3,A,3.0,2.0,other,other,course,other,2.0,3.0,2.0,no,yes,no,no,no,no,no,yes,3.0,,nan,1.0,-inf,2.0,6.0,7.0,9.0,10.0,487
488,MS,F,-inf,U,GT3,T,,1.0,at_home,services,course,mother,1.0,,1.0,no,no,no,yes,yes,no,no,yes,5.0,3.0,1.0,1.0,1.0,3.0,6.0,7.0,9.0,9.0,488
489,MS,M,18.0,R,GT3,T,1.0,1.0,other,other,home,mother,2.0,1.0,1.0,no,no,no,yes,yes,no,yes,no,4.0,4.0,3.0,3.0,4.0,4.0,,8.0,9.0,10.0,489
490,MS,F,18.0,R,GT3,T,1.0,1.0,at_home,at_home,course,mother,2.0,1.0,1.0,no,no,no,no,no,no,yes,yes,3.0,2.0,3.0,1.0,1.0,2.0,4.0,9.0,11.0,10.0,490
491,MS,F,19.0,U,GT3,T,,1.0,other,other,course,other,2.0,2.0,1.0,no,yes,no,no,yes,yes,yes,yes,inf,,4.0,4.0,1.0,1.0,12.0,7.0,8.0,9.0,491
492,MS,F,16.0,R,GT3,A,-,2.0,health,other,course,mother,1.0,2.0,0.0,no,no,no,no,no,yes,no,yes,3.0,nan,inf,,1.0,3.0,2.0,8.0,10.0,10.0,492
493,MS,F,17.0,U,GT3,T,-inf,1.0,other,at_home,course,father,2.0,1.0,0.0,no,no,no,yes,no,yes,no,no,2.0,-,4.0,3.0,nan,5.0,5.0,9.0,9.0,10.0,493
494,MS,F,inf,R,LE3,T,1.0,nan,at_home,other,course,mother,1.0,2.0,0.0,no,no,no,yes,yes,no,yes,no,,4.0,5.0,1.0,-inf,3.0,0.0,,9.0,9.0,494
495,MS,F,,U,GT3,T,3.0,3.0,other,other,reputation,mother,-inf,1.0,0.0,no,no,no,yes,yes,no,yes,yes,4.0,,4.0,inf,1.0,,0.0,14.0,13.0,13.0,495
496,MS,F,16.0,R,LE3,T,1.0,,services,services,home,mother,1.0,1.0,0.0,no,yes,no,yes,yes,yes,yes,yes,4.0,4.0,4.0,2.0,2.0,,2.0,-inf,14.0,14.0,496
497,MS,M,17.0,U,GT3,T,3.0,3.0,services,at_home,course,mother,2.0,4.0,-inf,no,yes,yes,yes,yes,yes,no,no,,4.0,5.0,3.0,4.0,5.0,0.0,10.0,11.0,10.0,497
498,MS,F,16.0,U,GT3,T,2.0,1.0,other,services,course,mother,1.0,,inf,no,yes,no,yes,yes,yes,yes,no,5.0,3.0,3.0,1.0,1.0,1.0,,14.0,13.0,,498
499,MS,F,16.0,U,GT3,T,2.0,2.0,services,other,course,mother,1.0,1.0,-inf,no,yes,yes,yes,yes,yes,no,yes,4.0,2.0,5.0,1.0,2.0,nan,0.0,17.0,16.0,,499
500,MS,M,17.0,U,GT3,T,1.0,2.0,other,other,course,father,1.0,1.0,,no,yes,no,yes,yes,no,yes,yes,inf,3.0,5.0,5.0,5.0,1.0,12.0,,7.0,,500
501,MS,M,16.0,U,LE3,T,4.0,3.0,other,other,course,father,1.0,1.0,0.0,no,no,no,yes,yes,yes,yes,no,4.0,2.0,5.0,1.0,5.0,5.0,8.0,14.0,12.0,,501
502,MS,M,17.0,R,LE3,T,-,inf,services,services,other,mother,3.0,inf,1.0,no,yes,no,no,yes,yes,no,no,1.0,3.0,inf,3.0,5.0,3.0,2.0,10.0,inf,-inf,502
503,MS,F,16.0,U,GT3,T,,1.0,other,other,course,other,1.0,4.0,0.0,yes,yes,no,yes,yes,yes,yes,no,2.0,2.0,1.0,,-,5.0,0.0,14.0,14.0,14.0,503
504,MS,F,19.0,U,LE3,T,2.0,2.0,other,other,home,mother,,nan,nan,no,no,no,no,yes,yes,yes,yes,5.0,inf,5.0,1.0,1.0,,,12.0,13.0,13.0,504
505,MS,F,,R,GT3,T,1.0,1.0,at_home,other,reputation,mother,2.0,1.0,0.0,no,yes,no,yes,no,yes,yes,yes,4.0,4.0,5.0,1.0,-,5.0,-,,11.0,-,505
506,MS,F,20.0,U,GT3,T,3.0,3.0,at_home,services,other,mother,,2.0,1.0,no,no,no,yes,yes,yes,yes,yes,3.0,3.0,inf,2.0,4.0,3.0,8.0,11.0,inf,10.0,506
507,MS,F,inf,U,LE3,T,1.0,,other,services,course,father,1.0,,0.0,no,yes,no,no,yes,yes,no,yes,4.0,3.0,3.0,1.0,1.0,3.0,0.0,11.0,11.0,10.0,507
508,MS,M,17.0,R,GT3,T,,2.0,other,other,course,mother,3.0,,1.0,no,yes,no,no,no,yes,yes,no,4.0,4.0,5.0,1.0,2.0,5.0,0.0,-,9.0,9.0,508
509,MS,F,16.0,R,LE3,T,1.0,1.0,at_home,other,course,father,3.0,2.0,0.0,no,yes,no,no,yes,yes,no,no,5.0,3.0,2.0,1.0,nan,1.0,0.0,16.0,17.0,,509
510,MS,F,17.0,R,GT3,T,2.0,nan,other,other,reputation,mother,2.0,2.0,0.0,no,yes,no,yes,yes,yes,no,no,5.0,3.0,2.0,1.0,1.0,inf,0.0,inf,17.0,17.0,510
511,MS,F,17.0,U,GT3,A,1.0,0.0,other,other,other,mother,2.0,-,,no,no,no,no,yes,yes,yes,yes,4.0,nan,nan,1.0,,,1.0,nan,9.0,10.0,511
512,MS,F,18.0,R,GT3,T,1.0,1.0,at_home,other,other,mother,1.0,2.0,1.0,no,yes,no,no,yes,yes,yes,yes,,3.0,2.0,1.0,1.0,5.0,9.0,7.0,,,512
513,MS,F,16.0,U,GT3,T,3.0,1.0,other,other,course,mother,1.0,1.0,0.0,no,no,no,yes,yes,yes,yes,no,3.0,1.0,3.0,1.0,inf,1.0,0.0,,6.0,nan,513
514,MS,F,16.0,U,GT3,T,3.0,2.0,services,at_home,course,mother,,,nan,no,no,no,no,yes,yes,yes,no,3.0,1.0,3.0,-inf,4.0,3.0,2.0,-,6.0,7.0,514
515,MS,F,18.0,U,LE3,T,1.0,1.0,other,at_home,reputation,mother,inf,2.0,0.0,yes,no,no,no,yes,yes,no,no,2.0,-,5.0,1.0,4.0,3.0,8.0,9.0,8.0,10.0,515
516,MS,F,16.0,R,GT3,T,,4.0,health,teacher,reputation,father,1.0,2.0,0.0,no,no,no,yes,no,yes,yes,yes,4.0,3.0,-,2.0,3.0,2.0,0.0,14.0,-inf,,516
517,MS,F,16.0,R,LE3,T,1.0,2.0,other,other,reputation,mother,-,1.0,,no,no,no,yes,yes,yes,yes,no,5.0,4.0,-inf,1.0,,2.0,0.0,14.0,14.0,15.0,517
518,MS,F,18.0,U,GT3,A,2.0,4.0,other,services,reputation,father,-,inf,1.0,no,yes,no,no,yes,yes,yes,no,2.0,3.0,2.0,1.0,3.0,nan,8.0,,-,8.0,518
519,MS,M,16.0,R,GT3,T,2.0,1.0,other,services,reputation,mother,2.0,2.0,0.0,no,no,no,yes,yes,yes,yes,no,5.0,2.0,1.0,1.0,1.0,inf,inf,inf,7.0,inf,519
520,MS,F,16.0,U,LE3,T,1.0,,at_home,other,other,mother,3.0,2.0,nan,no,yes,no,no,yes,yes,yes,no,4.0,3.0,-inf,1.0,-inf,5.0,6.0,6.0,8.0,-inf,520
521,MS,F,16.0,R,GT3,T,2.0,3.0,at_home,services,other,mother,2.0,2.0,0.0,no,yes,no,yes,yes,yes,yes,no,,3.0,3.0,1.0,1.0,-,0.0,8.0,10.0,,521
522,MS,F,16.0,U,GT3,T,4.0,4.0,health,health,course,mother,1.0,2.0,0.0,no,yes,no,no,yes,yes,yes,yes,4.0,3.0,4.0,1.0,-,3.0,4.0,8.0,8.0,8.0,522
523,MS,M,18.0,U,LE3,T,,,at_home,health,home,mother,1.0,4.0,inf,no,yes,no,yes,yes,no,yes,yes,5.0,5.0,5.0,5.0,5.0,5.0,2.0,5.0,6.0,6.0,523
524,MS,F,16.0,R,LE3,T,,4.0,at_home,other,other,mother,3.0,2.0,0.0,no,yes,no,no,no,yes,no,no,,,1.0,1.0,1.0,2.0,2.0,7.0,9.0,8.0,524
