MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,SaleType,SaleCondition,SalePrice
120,2,40.0,4671,1,0,1,0,4,0,20,2,0,3,2,8,5,0,0,3,3,0.0,2,2,2,2,2,2,2,767,0,0,461,1228,0,2,1,4,1228,0,0,1228,1,0,2,0,2,1,2,5,4,1,2,0,0,2,472,3,4,2,168,120,0,0,0,0,0,10,8,3,0.2041373603503165
20,2,78.0,10140,1,3,3,0,4,0,12,2,0,0,2,6,5,2,0,3,3,174.0,3,2,1,2,2,3,5,0,0,0,1064,1064,0,3,1,4,1350,0,0,1350,0,0,2,0,3,1,3,7,4,1,5,0,2,2,478,3,4,2,0,0,0,0,0,0,0,8,8,3,-0.23685169338563047
20,2,69.0,9920,1,0,3,0,4,0,3,2,0,0,2,5,6,0,0,3,6,0.0,3,2,1,2,2,1,0,523,0,0,448,971,0,3,1,4,971,0,0,971,0,0,1,1,3,1,3,5,4,1,4,0,3,1,300,3,4,2,0,0,0,0,0,0,0,5,8,3,-0.9075225459423831
120,3,69.0,4426,1,3,3,0,4,0,3,2,0,3,2,6,5,0,0,7,9,169.0,2,2,2,2,2,0,2,662,0,0,186,848,0,0,1,4,848,0,0,848,1,0,1,0,1,1,2,3,4,0,3,0,2,2,420,3,4,2,160,0,0,0,0,0,0,5,8,3,-0.6410916593102486
20,2,70.0,8120,1,3,3,0,4,0,10,2,0,0,2,4,7,0,0,4,5,0.0,3,1,1,3,2,3,0,191,0,0,673,864,0,0,1,4,864,0,0,864,0,0,1,0,3,1,3,5,4,0,3,3,3,2,463,3,4,2,0,0,0,0,0,0,0,7,8,3,-0.981020721565041
20,2,86.0,13286,1,0,3,0,4,0,5,2,0,0,2,9,5,2,0,2,2,340.0,0,2,2,0,2,3,2,1234,0,0,464,1698,0,0,1,4,1698,0,0,1698,1,0,2,0,3,1,0,8,4,1,2,0,0,3,768,3,4,2,327,64,0,0,0,0,0,2,8,3,2.6112026119923604
20,2,64.0,7314,1,3,3,0,4,0,3,2,0,0,2,7,5,0,0,7,9,82.0,2,2,2,2,2,0,2,724,0,0,508,1232,0,0,1,4,1232,0,0,1232,1,0,2,0,2,1,2,6,4,0,3,0,2,2,632,3,4,2,132,0,0,0,0,0,0,2,8,3,0.305197351831471
120,2,39.0,5389,1,0,3,0,4,0,20,2,0,3,2,8,5,0,0,2,2,0.0,2,2,2,2,2,3,2,1180,0,0,415,1595,0,0,1,4,1616,0,0,1616,1,0,2,0,2,1,2,5,4,1,5,0,2,2,608,3,4,2,237,152,0,0,0,0,0,3,8,3,1.0769281958693782
60,2,75.0,11404,1,0,3,0,4,0,3,2,0,0,3,7,5,0,0,7,9,202.0,2,2,2,2,2,0,0,252,0,0,901,1153,0,0,1,4,1153,878,0,2031,0,0,2,1,3,1,2,8,4,1,5,0,0,2,541,3,4,2,192,84,0,0,0,0,0,7,8,3,0.8196845811900758
20,2,69.0,8978,1,0,3,0,0,0,17,2,0,0,2,5,5,0,0,5,6,0.0,3,2,2,3,2,3,5,0,0,0,948,948,0,3,1,4,948,0,0,948,0,0,1,0,3,1,3,6,4,0,3,0,3,1,300,3,4,2,147,0,0,0,0,0,0,5,8,2,-1.2842006960085046
60,2,72.0,10463,1,0,1,0,1,0,6,2,0,0,3,8,5,0,0,7,9,0.0,2,2,2,2,2,3,5,0,0,0,893,893,0,0,1,4,901,900,0,1801,0,0,2,1,3,1,2,8,4,1,2,0,0,3,800,3,4,2,0,116,0,0,0,0,0,6,8,3,1.1394016451486373
60,2,65.0,9313,1,0,3,0,4,0,3,2,0,0,3,7,5,0,0,7,9,0.0,2,2,2,2,2,3,5,0,0,0,864,864,0,0,1,4,864,864,0,1728,0,0,2,1,3,1,2,7,4,0,3,0,2,2,572,3,4,2,187,56,0,0,0,0,0,4,8,3,0.22251190425598094
20,2,65.0,8450,1,3,3,0,4,0,18,2,0,0,2,7,5,0,0,7,9,108.0,3,2,2,2,2,3,5,0,0,0,1349,1349,0,0,1,4,1349,0,0,1349,0,0,2,0,3,1,3,6,4,0,3,0,3,2,539,3,4,2,120,55,0,0,0,0,0,12,8,3,0.020391921293671914
60,2,69.0,8795,1,0,3,0,4,0,6,2,0,0,3,7,5,0,0,7,9,0.0,2,2,2,2,2,3,2,300,0,0,652,952,0,0,1,4,980,1276,0,2256,0,0,2,1,4,1,2,8,4,1,5,2,0,2,554,3,4,2,224,54,0,0,0,0,0,4,8,3,1.067740923916546
50,3,55.0,8800,1,3,3,0,0,0,15,2,0,0,0,4,7,0,0,8,10,0.0,3,2,0,3,0,3,5,0,0,0,576,576,0,2,1,4,792,348,0,1140,0,0,1,0,3,1,3,7,3,0,3,4,1,0,0,2,2,0,0,160,0,0,0,0,0,6,8,3,-1.4955079509236457
60,2,69.0,7750,1,3,3,0,4,0,6,5,0,0,3,7,5,0,0,7,9,0.0,2,2,2,2,2,3,5,0,0,0,660,660,0,0,1,4,660,660,0,1320,0,0,2,1,3,1,2,6,4,0,3,0,0,2,400,3,4,2,0,48,0,0,0,0,0,8,8,3,-0.29197532510262386
20,2,79.0,9236,1,0,3,0,4,0,3,2,0,0,2,6,5,0,0,7,9,0.0,3,1,2,2,2,1,2,1200,0,0,279,1479,0,0,1,4,1494,0,0,1494,1,0,2,0,3,1,2,6,4,0,3,0,2,2,576,3,4,2,168,27,0,0,0,0,0,7,8,3,0.7186245897089213
60,2,80.0,10240,1,3,3,0,4,0,14,2,0,0,3,8,5,0,0,7,9,178.0,2,2,2,2,2,2,5,0,0,0,1030,1030,0,2,1,4,1038,1060,0,2098,0,0,2,1,3,1,0,8,4,1,2,0,2,3,878,3,4,2,192,52,0,0,0,0,0,3,8,3,1.7935354081902921
60,2,68.0,10769,1,0,3,0,4,0,3,2,0,0,3,8,5,0,0,7,9,0.0,2,2,2,2,2,0,2,20,0,0,846,866,0,0,1,4,866,902,0,1768,0,0,2,1,3,1,2,7,4,0,3,0,2,2,578,3,4,2,144,105,0,0,0,0,0,4,8,3,0.626751870180599
60,2,69.0,11616,1,0,3,0,1,0,17,2,0,0,3,6,5,2,0,3,3,328.0,3,2,1,3,2,2,4,438,0,0,234,672,0,3,1,4,672,714,0,1386,0,0,2,1,3,1,3,6,4,1,5,0,0,2,440,3,4,2,335,0,0,0,0,0,0,4,8,0,-0.34893641121018365
30,3,60.0,6911,1,3,3,0,2,0,1,1,0,0,2,5,5,0,0,8,10,0.0,3,2,2,3,2,2,3,405,0,0,740,1145,0,3,1,4,1301,0,0,1301,0,0,1,0,2,1,1,5,2,0,3,3,3,2,440,3,4,2,0,0,0,0,0,0,0,10,8,3,-1.4311970472538202
60,0,72.0,8640,1,3,3,0,4,0,19,2,0,0,3,7,5,0,0,7,9,0.0,3,2,2,2,2,2,2,24,0,0,732,756,0,0,1,4,764,783,0,1547,0,0,2,1,3,1,2,7,4,0,3,0,3,2,614,3,4,2,169,45,0,0,0,0,0,6,2,3,0.6855504106787252
85,2,69.0,7252,1,0,3,0,1,0,17,2,0,0,4,5,5,2,0,8,10,0.0,3,2,1,2,2,0,2,685,0,0,173,858,0,3,1,4,858,0,0,858,1,0,1,0,2,1,3,5,4,0,3,3,3,2,576,3,4,2,120,0,0,0,0,0,0,4,8,3,-0.7899254649461307
20,2,67.0,8877,1,3,3,0,4,0,5,2,0,0,2,4,5,0,0,8,10,0.0,3,2,1,1,0,3,3,836,0,0,0,836,0,3,1,1,1220,0,0,1220,0,0,1,0,2,1,3,6,4,0,3,3,3,2,396,3,4,2,0,0,0,0,0,0,0,4,0,3,-1.3944479594424912
20,2,70.0,10150,1,3,3,0,4,0,10,1,0,0,2,5,5,0,0,8,10,1.0,3,2,1,3,2,3,4,456,0,0,456,912,0,0,1,0,912,0,0,912,0,0,1,0,2,1,3,5,4,0,3,0,2,1,275,3,4,2,0,0,0,0,0,0,0,7,0,3,-1.1647661606216855
20,2,86.0,11210,1,0,3,0,4,0,3,2,0,0,2,7,5,0,0,7,9,240.0,2,2,2,2,2,0,2,20,0,0,1594,1614,0,0,1,4,1614,0,0,1614,0,0,2,0,3,1,2,7,4,0,3,0,2,3,865,3,4,2,144,59,0,0,0,0,0,7,6,4,0.8013100372844113
20,2,100.0,13350,1,0,3,0,4,0,17,2,0,0,2,5,5,2,0,3,6,0.0,3,2,1,3,2,3,0,762,0,0,102,864,0,3,1,4,894,0,0,894,1,0,1,0,3,1,3,5,4,1,1,0,3,2,440,3,4,2,241,0,0,0,0,0,0,6,8,3,-0.6502789312630808
90,2,78.0,10530,1,3,3,0,4,0,9,2,0,1,4,6,5,0,0,5,4,90.0,3,2,1,2,2,1,2,975,0,0,0,975,0,3,1,4,1004,0,0,1004,1,0,1,0,2,1,3,4,4,0,3,0,3,2,504,3,4,2,0,0,0,0,0,0,0,5,8,3,-0.7880880105555642
20,2,63.0,7875,1,3,3,0,4,0,6,2,0,0,2,7,5,0,0,3,3,38.0,3,2,2,2,1,3,5,0,0,0,1237,1237,0,2,1,4,1253,0,0,1253,0,0,2,0,3,1,3,6,4,1,5,0,0,2,402,3,4,2,220,21,0,0,0,0,0,6,8,3,-0.03473171042332146
60,2,65.0,7153,1,3,3,0,4,0,18,2,0,0,3,6,5,0,0,7,9,0.0,2,1,2,2,2,3,0,387,0,0,374,761,0,0,1,4,810,793,0,1603,0,0,2,1,3,1,2,7,4,0,3,0,2,2,484,3,4,2,0,124,0,0,0,0,0,7,8,3,-0.0365691648138879
20,2,67.0,16285,1,1,3,0,4,0,3,2,0,0,2,7,5,0,0,7,9,0.0,2,2,2,2,2,3,5,0,0,0,1413,1413,0,0,1,4,1430,0,0,1430,0,0,2,0,3,1,2,6,4,0,3,0,2,2,605,3,4,2,0,33,0,0,0,0,0,6,8,3,0.169225726929554
85,2,69.0,9101,1,0,3,0,0,0,9,2,0,0,4,5,6,0,0,5,6,104.0,3,1,2,2,2,0,2,1097,0,0,0,1097,0,0,1,4,1110,0,0,1110,1,0,1,0,1,1,2,4,4,1,5,0,0,2,602,3,4,2,303,30,0,0,0,0,0,7,8,3,-0.22766442143279825
60,2,76.0,10142,1,0,3,0,4,0,18,2,0,0,3,7,5,0,0,7,9,0.0,2,2,2,2,2,3,2,656,0,0,300,956,0,0,1,4,956,1128,0,2084,1,0,2,1,4,1,2,8,4,0,3,2,2,2,618,3,4,2,0,45,0,0,0,0,0,1,8,3,1.0126172921995527
20,3,50.0,6000,1,3,3,0,0,0,15,2,0,0,2,4,7,0,0,4,5,0.0,3,2,1,3,2,3,5,0,0,0,901,901,0,0,1,4,901,0,0,901,0,0,1,0,2,1,3,4,4,0,3,3,3,1,281,0,4,2,0,0,0,0,0,0,0,8,8,3,-1.286038150399071
120,2,43.0,3182,1,3,3,0,4,0,0,2,0,3,2,7,5,0,0,7,9,11.0,2,2,2,2,2,3,2,16,0,0,1129,1145,0,0,1,4,1145,0,0,1145,0,0,2,0,2,1,2,5,4,1,2,0,0,2,397,3,4,2,100,16,0,0,0,0,0,9,8,3,-0.32504950413281986
80,2,69.0,11333,1,0,3,0,0,0,9,2,0,0,5,6,5,0,0,3,3,0.0,3,2,2,2,2,0,0,539,0,0,490,1029,0,3,1,4,1062,0,0,1062,1,0,1,0,3,1,3,5,4,2,5,0,2,2,539,3,4,2,120,0,0,0,0,0,0,5,8,3,-0.5712683924687236
60,2,92.0,9920,1,0,3,0,1,0,13,2,0,0,3,7,5,0,0,4,5,0.0,2,2,2,2,2,0,2,862,0,0,255,1117,0,0,1,4,1127,886,0,2013,1,0,2,1,3,1,3,8,4,1,5,0,3,2,455,3,4,2,180,130,0,0,0,0,0,6,8,3,1.6886167624889479
20,2,76.0,9158,1,3,3,0,4,0,19,2,0,0,2,8,5,0,0,2,2,140.0,2,2,2,2,2,0,5,0,0,0,1496,1496,0,0,1,4,1496,0,0,1496,0,0,2,0,3,1,2,7,4,0,3,0,0,2,474,3,4,2,168,130,0,0,0,0,0,6,6,4,0.8656209409542369
20,2,71.0,8197,1,3,3,0,4,0,17,2,0,0,2,6,5,0,0,5,6,148.0,3,2,1,3,2,3,5,0,0,0,660,660,0,0,1,4,1285,0,0,1285,0,0,1,1,3,1,3,7,4,1,5,0,2,2,528,3,4,2,138,0,0,0,0,0,0,4,8,3,-0.6319043873574163
20,2,57.0,7677,1,3,3,0,4,0,10,2,0,0,2,5,5,0,0,7,9,0.0,3,2,1,3,2,3,1,570,0,0,203,773,0,2,1,4,773,0,0,773,0,0,1,0,2,1,3,4,4,0,3,0,3,1,240,3,4,2,0,0,0,0,0,0,0,4,8,0,-1.2474516081971756
30,3,40.0,4800,1,3,3,0,4,0,7,2,0,0,2,4,7,0,0,4,5,0.0,3,2,1,3,2,3,3,197,0,0,999,1196,0,0,1,0,1196,0,0,1196,1,0,1,0,2,1,3,5,4,0,3,3,3,2,440,3,4,2,0,0,0,0,0,0,0,7,8,3,-1.249289062587742
60,2,63.0,8199,1,3,3,0,4,0,3,2,0,0,3,7,5,0,0,9,11,0.0,2,2,2,2,2,0,2,648,0,0,80,728,0,0,1,4,728,728,0,1456,1,0,2,1,3,1,2,7,4,1,2,0,0,2,410,3,4,2,36,18,0,0,0,0,0,10,8,3,0.2041373603503165
20,2,75.0,9000,1,3,3,0,4,0,10,2,0,0,2,5,5,0,0,8,10,0.0,3,2,1,3,2,3,3,812,0,0,124,936,0,3,1,4,1128,0,0,1128,0,0,1,0,2,1,3,5,2,0,3,0,3,1,286,3,4,2,0,0,0,0,0,0,0,6,8,2,-1.10045525695186
20,2,91.0,12274,1,0,3,0,2,0,19,2,0,0,2,7,5,0,0,7,9,256.0,2,2,2,2,2,3,5,0,0,0,1417,1417,0,0,1,4,1428,0,0,1428,0,0,2,0,3,1,0,6,4,0,3,0,2,2,554,3,4,2,0,60,0,0,0,0,0,7,6,4,0.9148647186214177
120,3,69.0,4438,1,3,3,0,4,0,3,2,0,3,2,6,5,0,0,7,9,169.0,2,2,2,2,2,1,2,662,0,0,186,848,0,0,1,4,848,0,0,848,1,0,1,0,1,1,2,4,4,1,2,0,0,2,420,3,4,2,140,0,0,0,0,0,0,6,3,3,-0.6135298434517519
20,2,69.0,13265,1,0,3,0,1,0,9,2,0,0,2,8,5,2,0,2,2,148.0,2,2,2,2,2,3,2,1218,0,0,350,1568,0,0,1,4,1689,0,0,1689,1,0,2,0,3,1,2,7,4,2,2,0,2,3,857,3,4,2,150,59,0,0,0,0,0,7,8,3,1.710849960614802
80,2,80.0,8816,1,3,3,0,4,0,2,2,0,0,5,6,7,0,0,3,3,80.0,3,2,1,3,2,0,2,504,0,0,506,1010,0,2,1,4,1052,0,0,1052,1,0,1,0,3,1,3,6,4,0,3,0,3,2,440,3,4,2,0,0,0,0,0,0,0,6,8,3,-0.42059713244227503
120,2,44.0,6371,1,0,3,0,4,0,14,2,0,3,2,7,5,0,0,7,9,128.0,2,2,2,2,2,2,2,733,0,0,625,1358,0,0,1,4,1358,0,0,1358,1,0,2,0,2,1,2,6,4,1,2,0,2,2,484,3,4,2,192,35,0,0,0,0,0,6,6,4,0.8472463970485725
60,2,72.0,7226,1,0,3,0,1,0,3,2,0,0,3,7,5,0,0,7,9,0.0,2,2,2,2,2,3,5,0,0,0,798,798,0,0,1,4,798,842,0,1640,0,0,2,1,3,1,2,6,4,0,3,0,2,2,595,3,4,2,0,45,0,0,0,0,0,6,8,3,0.09389009691632974
60,2,69.0,12394,1,0,3,0,0,0,6,2,0,0,3,7,5,0,0,7,9,0.0,2,2,2,2,2,1,5,0,0,0,847,847,0,0,1,4,847,886,0,1733,0,0,2,1,3,1,2,7,4,1,2,2,0,2,433,3,4,2,100,48,0,0,0,0,0,10,8,2,0.8656209409542369
50,2,60.0,9900,1,3,3,0,4,0,16,2,0,0,0,6,7,0,0,7,9,0.0,3,2,0,3,2,3,5,0,0,0,778,778,0,3,1,4,944,545,0,1489,0,0,2,0,3,1,3,7,4,1,2,3,3,1,240,3,4,2,335,0,0,0,0,0,0,7,8,3,-0.7054025629800742
20,0,81.0,11216,1,3,3,0,4,0,19,2,0,0,2,8,5,0,0,7,9,0.0,2,2,2,2,1,3,5,0,0,0,1489,1489,0,0,1,4,1489,0,0,1489,0,0,2,0,3,1,2,7,4,1,2,0,2,2,776,3,4,2,0,140,0,0,0,0,0,6,6,4,1.0052674746372867
20,2,65.0,8529,1,0,3,0,4,0,18,2,0,0,2,7,5,0,0,7,9,0.0,2,2,2,2,2,3,2,20,0,0,1434,1454,0,0,1,4,1434,0,0,1434,0,0,2,0,3,1,2,6,4,1,5,0,2,2,527,3,4,2,290,39,0,0,0,0,0,4,8,3,0.2041373603503165
60,2,44.0,9548,1,0,3,0,1,0,3,2,0,0,3,7,6,0,0,7,9,223.0,2,2,2,2,2,3,2,483,0,0,458,941,0,0,1,4,941,888,0,1829,1,0,2,1,3,1,2,7,4,1,5,0,2,2,613,3,4,2,192,39,0,0,0,0,0,1,8,3,1.0861154678222105
20,2,75.0,7875,1,3,3,0,4,0,10,2,0,0,2,5,6,0,0,7,9,136.0,3,2,1,3,2,3,4,572,0,0,572,1144,0,2,1,4,1144,0,0,1144,1,0,1,0,3,1,3,6,4,0,3,0,3,2,456,3,4,2,0,0,0,0,0,0,0,9,8,3,-0.6971340182225252
20,2,60.0,9600,1,3,3,0,4,0,17,2,0,0,2,4,7,0,0,7,3,0.0,3,2,1,2,2,3,1,442,0,0,625,1067,0,3,1,4,1067,0,0,1067,0,0,2,0,2,1,2,4,3,0,3,0,3,2,436,3,4,2,290,0,0,0,0,0,0,2,8,3,-0.9167098178952154
20,2,75.0,9525,1,3,3,0,4,0,3,2,0,0,2,5,6,0,0,7,9,0.0,3,2,2,2,2,3,5,0,0,0,1099,1099,0,0,1,4,1099,0,0,1099,0,0,1,1,3,1,2,6,4,0,3,0,3,1,352,3,4,2,278,0,0,0,0,0,0,6,8,3,-0.6227171154045841
50,2,70.0,11767,1,3,3,0,4,0,5,2,0,0,0,5,6,0,0,4,5,0.0,3,2,1,3,2,3,1,352,0,0,416,768,0,0,1,4,768,432,0,1200,0,0,1,0,3,1,3,6,4,0,3,3,3,1,240,3,4,2,0,0,0,0,0,0,0,5,8,3,-0.8707734581310542
85,2,69.0,16647,1,0,3,0,1,0,17,4,0,0,4,5,5,0,0,3,3,0.0,3,2,1,2,2,1,0,1390,0,0,0,1390,0,3,1,4,1701,0,0,1701,1,0,2,0,3,1,3,6,3,2,5,1,0,2,611,3,4,2,0,0,0,0,0,0,0,1,8,3,-0.12660442995164375
20,2,36.0,15523,1,0,3,0,1,0,3,2,0,0,2,5,6,0,0,3,6,0.0,3,2,1,3,2,0,1,460,0,0,404,864,0,0,1,4,864,0,0,864,1,0,1,0,3,1,3,5,4,1,1,0,3,1,338,3,4,2,0,0,0,0,0,0,0,8,8,3,-0.8156498264140609
80,2,80.0,9600,1,3,3,0,2,0,22,1,0,0,5,6,7,2,0,5,6,360.0,2,1,1,3,2,3,5,0,0,0,528,528,0,0,1,4,1094,761,0,1855,0,0,2,1,3,1,3,7,4,1,5,0,2,2,512,3,4,2,113,100,0,0,0,0,0,8,8,3,0.16738827253898758
120,3,36.0,4435,1,3,3,0,4,0,3,2,0,3,2,6,5,0,0,7,9,170.0,2,2,2,2,2,0,2,659,0,0,189,848,0,0,1,4,848,0,0,848,1,0,1,0,1,1,2,3,4,0,3,0,0,2,420,3,4,2,140,0,0,0,0,0,0,11,8,3,-0.8523989142253898
120,2,69.0,3196,1,3,3,0,4,0,0,2,0,3,2,8,5,0,0,7,9,40.0,2,2,2,2,2,1,5,0,0,0,1273,1273,0,0,1,4,1456,0,0,1456,0,0,2,0,2,1,2,7,4,1,5,0,0,2,400,3,4,2,143,20,0,0,0,0,0,5,8,3,0.6818755018975924
80,2,69.0,12095,1,0,3,0,0,0,10,2,0,0,5,6,6,0,0,4,3,115.0,3,1,1,3,2,1,4,564,0,0,563,1127,0,3,1,4,1445,0,0,1445,0,0,1,1,3,1,3,7,4,1,1,0,2,2,645,3,4,2,180,0,0,0,0,0,0,8,8,3,-0.3654735007252817
60,2,65.0,8125,1,3,3,0,4,0,6,2,0,0,3,6,5,0,0,3,3,0.0,3,2,2,2,2,3,5,0,0,0,702,702,0,2,1,4,702,779,0,1481,0,0,2,1,3,1,3,6,4,1,5,0,0,2,343,3,4,2,0,36,0,0,0,0,0,3,8,3,-0.07148079823465037
20,2,80.0,10400,1,3,3,0,4,0,12,2,0,0,2,7,5,0,0,3,3,189.0,3,2,1,2,2,3,5,0,0,0,1090,1090,0,3,1,4,1370,0,0,1370,0,0,2,0,3,1,3,6,4,1,5,0,2,2,479,3,4,2,0,0,0,0,0,0,0,6,8,2,-0.47572076415926845
20,2,81.0,9672,1,3,3,0,0,0,18,2,0,0,2,6,5,2,0,3,6,0.0,3,2,2,2,2,3,2,338,0,0,702,1040,0,3,1,4,1097,0,0,1097,0,0,2,0,3,1,3,6,4,0,3,0,3,2,480,3,4,2,0,0,0,0,0,0,0,5,8,3,-0.47572076415926845
20,2,70.0,7931,1,3,3,0,4,0,10,2,0,0,2,5,5,2,0,1,6,0.0,3,2,1,3,2,3,1,1148,0,0,0,1148,0,3,1,4,1148,0,0,1148,1,0,1,0,3,1,3,6,4,0,3,0,3,1,672,3,4,2,0,0,0,0,0,0,0,7,8,3,-0.8340243703197253
20,0,72.0,8640,1,3,3,0,4,0,19,2,0,0,2,7,5,0,0,7,9,0.0,2,2,2,0,2,3,5,0,0,0,1372,1372,0,0,1,4,1372,0,0,1372,0,0,2,0,3,1,2,6,4,0,3,0,0,2,529,3,4,2,0,140,0,0,0,0,0,5,6,4,1.3356417740611337
20,2,69.0,8750,1,0,3,0,4,0,10,2,0,0,2,5,6,0,0,4,5,76.0,3,2,1,3,2,3,1,828,0,0,174,1002,0,3,1,4,1002,0,0,1002,1,0,1,0,3,1,3,5,4,0,3,3,3,2,902,3,4,2,0,0,0,0,0,0,0,8,8,3,-0.5400316678290941
20,2,67.0,10656,1,0,1,0,4,0,21,2,0,0,2,8,5,0,0,7,9,274.0,2,2,2,2,2,0,5,0,0,0,1638,1638,0,0,1,4,1646,0,0,1646,0,0,2,0,3,1,2,6,4,1,2,0,2,3,870,3,4,2,192,80,0,0,0,0,0,11,6,4,1.3047725402996175
60,2,80.0,9938,1,3,3,0,4,0,18,2,0,0,3,7,5,0,0,4,5,246.0,2,2,2,2,2,3,2,750,0,0,300,1050,0,0,1,4,1062,887,0,1949,1,0,2,1,3,1,2,8,4,1,5,0,0,2,574,3,4,2,156,90,0,0,0,0,0,6,8,3,1.067740923916546
20,2,60.0,6600,1,3,3,0,4,0,10,3,0,0,2,5,5,2,0,4,5,0.0,3,2,1,3,2,3,5,0,0,0,894,894,0,2,0,4,894,0,0,894,0,0,1,0,2,1,3,5,4,0,3,3,3,1,308,3,4,2,0,0,0,0,0,0,0,8,8,3,-1.256638880150008
60,2,70.0,8750,1,3,3,0,4,0,3,2,0,0,3,6,5,0,0,7,9,116.0,3,2,2,2,2,3,2,505,0,0,299,804,0,0,1,4,804,878,0,1682,0,0,2,1,3,1,2,7,4,0,3,0,2,2,523,3,4,2,0,77,0,0,0,0,0,6,8,3,0.41544461526545773
50,3,52.0,5720,1,3,3,0,4,0,15,0,0,0,0,5,6,0,0,8,10,0.0,3,2,1,3,2,3,5,0,0,0,676,676,0,0,1,4,676,455,0,1131,0,0,1,1,3,1,3,5,4,0,3,3,3,1,200,3,4,2,26,0,0,0,0,0,0,8,8,0,-2.0467442680935797
20,2,60.0,7024,1,3,3,0,4,0,5,2,0,0,2,5,5,0,0,7,9,0.0,3,2,2,0,1,3,0,980,0,0,110,1090,0,2,1,4,1090,0,0,1090,1,0,1,1,2,1,3,5,4,0,3,0,0,2,450,3,4,2,0,49,0,0,0,0,0,6,8,3,-0.38384804463094613
50,2,44.0,13758,1,0,3,0,1,0,21,2,0,0,0,7,5,0,0,3,3,117.0,2,1,1,2,2,2,3,902,0,0,254,1156,0,0,1,4,1187,530,0,1717,0,0,2,1,3,1,2,7,4,1,5,0,2,2,400,3,4,2,168,36,0,0,0,0,0,4,8,3,0.1765755444918198
60,2,69.0,9636,1,0,3,0,0,0,6,2,0,0,3,6,5,0,0,7,9,0.0,3,2,2,2,2,3,5,0,0,0,808,808,0,2,1,4,808,785,0,1593,0,0,2,1,3,1,3,7,4,1,5,2,2,2,389,3,4,2,342,40,0,0,0,0,0,12,8,3,0.002017377388007456
20,2,65.0,7150,1,3,3,0,4,0,10,2,0,0,2,5,5,0,0,3,3,60.0,3,2,1,3,2,3,1,432,0,0,460,892,0,3,1,4,892,0,0,892,0,0,1,0,3,1,3,5,4,0,3,0,2,1,288,3,4,2,0,0,0,0,0,0,0,7,8,3,-1.4311970472538202
120,0,50.0,5119,1,0,3,0,1,0,19,2,0,3,2,9,5,0,0,4,5,60.0,2,2,2,0,2,0,2,1238,0,0,460,1698,0,0,1,4,1709,0,0,1709,1,0,2,0,2,1,2,5,4,1,5,0,0,2,506,3,4,2,97,65,0,0,0,0,0,1,1,0,2.774736052752774
60,2,71.0,7056,1,3,3,0,4,0,10,2,0,0,3,6,5,2,0,3,3,415.0,3,2,1,3,2,3,1,400,0,0,380,780,0,3,1,4,983,813,0,1796,1,0,1,1,4,1,3,8,4,1,5,0,2,2,483,3,4,2,0,50,0,0,0,0,0,10,8,3,-0.6962152910272419
30,3,50.0,8765,1,3,3,0,4,0,7,2,0,0,2,4,6,0,0,8,10,0.0,3,2,0,3,2,3,0,285,0,0,666,951,0,0,0,4,951,0,0,951,0,0,1,0,2,1,3,6,4,0,3,3,3,1,327,3,4,2,0,28,0,0,0,0,0,4,8,0,-1.3117625118670013
20,2,65.0,6993,1,3,3,0,4,0,17,1,0,0,2,5,7,0,0,3,6,0.0,3,2,1,3,2,3,1,465,0,0,447,912,0,3,1,4,1236,0,0,1236,0,0,1,0,3,1,3,6,4,1,5,0,3,1,288,3,4,2,0,0,0,0,0,0,0,6,8,3,-0.7880880105555642
20,2,69.0,7340,1,0,3,0,4,0,10,2,0,0,2,4,6,0,0,3,3,0.0,3,2,1,3,2,3,0,322,0,0,536,858,0,3,1,4,858,0,0,858,0,0,1,0,2,1,3,4,4,0,3,3,3,1,684,3,4,2,0,0,0,0,0,0,0,6,8,3,-1.2474516081971756
20,2,64.0,8712,1,0,3,0,4,0,10,2,0,0,2,5,7,2,0,4,5,0.0,3,1,1,3,2,2,1,860,0,0,132,992,0,3,1,4,1306,0,0,1306,1,0,1,0,2,1,3,5,4,0,3,3,3,1,756,3,4,2,0,0,0,0,0,0,0,5,8,3,-0.457346220253604
60,2,63.0,7875,1,3,3,0,4,0,6,2,0,0,3,7,5,0,0,7,9,0.0,2,2,2,2,2,3,5,0,0,0,783,783,0,0,1,4,807,702,0,1509,0,0,2,1,3,1,2,8,4,1,2,0,0,2,393,3,4,2,0,75,0,0,0,0,0,7,8,3,0.03876646519933637
